Datetime,Tweet Id,Text,Username,like_count,retweet_count
"2023-02-01 23:59:23+00:00,1620934871345696768,""Alhamdulillahirabbillalamin..???˝???˝"
"Hari ini saya melaksanakan Seminar Hasil Penelitian &amp; Seminar Usulan Penelitian bagi mahasiswa program Doktor (S3) Ilmu Pemerintahan di Gedung Sidang Pasca Sarjana Kampus IPDN Jakarta."

Bupati Pesawaran
"Dendi Ramadhona https://t.co/eDP75cmkni"",SrikandiPswaran,5,2"
"2023-02-01 23:55:20+00:00,1620933853484572674,""Anggota Komisi III DPR RI @Fraksi_NasDem, @taufikbasari menyesalkan penanganan yang tidak profesional atas kasus kecelakaan yang mengakibatkan meninggalnya mahasiswa @univ_indonesia  M Hasya Attalah Syaputra, 18 akibat ditabrak seorang pensiunan Polri, 6-10-2022 @DivHumas_Polri https://t.co/jr1y5VcpFY"",NasDem,133,25"
"2023-02-01 23:51:46+00:00,1620932955932852224,""@NarasiNewsroom Tim pencari fakta, hasilnya disesuaikan dengan kehendak penguasa."
"Mahasiswa, jadi korban polisi purna"",SunRise76898253,0,0"
2023-02-01 23:51:18+00:00,1620932837133393920,@badasi @jvyecn Aku mahasiswa kupu kupu ??ù˝,mbikaela,0,0
2023-02-01 23:49:05+00:00,1620932277609041921,Polda Metro Undang AKBP (Purn) Eko Setia Budi Penabrak Mahasiswa UI dalam Rekonstruksi Hari Ini #LengkapCepatBeritanya #BeritaTerkini #BeritaTerkini #NewsUpdate . https://t.co/PJfSWC62bF,okezonenews,0,0
2023-02-01 23:44:44+00:00,1620931182698598400,oh inii potret mahasiswa ipb,damishit,0,0
2023-02-01 23:43:57+00:00,1620930986006712320,@MyDSA_official hebat.... boleh diunjur ke semua anak2 mahasiswa di universiti...,zulfikrilani,2,0
"2023-02-01 23:42:55+00:00,1620930728556126210,""@RevolusiAkhlaq2 Konon ada yang diam ketika demo mahasiswa direpresi.. Dan demo perpanjangan jabatan difasilitazi.."

"Cc @jokowi @BudiSetyarso @budimandjatmiko @susipudjiastuti @na_dirs @aniesbaswedan @msaid_didu @Nurmantyo_Gatot @kompascom"",dimarevolu,3,0"
"2023-02-01 23:41:36+00:00,1620930397977866241,""Progres Pembangunan Asrama Mahasiswa Muna Barat Rampung di 2024"
"https://t.co/n1fgGCXOn4"",telisik_id,0,0"
2023-02-01 23:41:08+00:00,1620930276875722753,lama ga liat jk rambut nya makin panjang anjir macam mahasiswa tingkat akhir,jimenthuu,0,0
"2023-02-01 23:40:00+00:00,1620929992896184320,""Mumpung lagi rame bahas CDT, gua mau ikut bahas dari sudut pandang gua sebagai mahasiswa yang cukup lama di itb! Sebenarnya, CDT itu sendiri sudah jadi kegiatan rutin dari dulu sebagai bagian dari PMB ITB yang diadakan di setiap semester untuk para mahasiswa baru.  (cont..)"",itbfess,20,1"
2023-02-01 23:38:55+00:00,1620929719465291776,@tututmasraja Bisa ya.. vibes mahasiswa semester akhir bgt.. ???ú???ú???ú,withkth95z,0,0
"2023-02-01 23:38:47+00:00,1620929685176877056,""HAI DISINI OPEN JOKI TUGAS??Æ???èØ"
spesialisasi aku di fisika, geofisika dan matematika for mahasiswa/siswaÉ??, open di tugas bahasa sampe tugas teknik. terus kalo mau dibantu review/resume jurnal, makalah, proposal, dsb!! harga sesuai budget kamu dan bisa nego??Æ???èØ
"https://t.co/JeEXf3xi2W"",babygurlzZy,0,0"
2023-02-01 23:37:29+00:00,1620929361678602242,@caratstalk Kalo dosennya model beginii gua bakal jadi mahasiswa paling pick me seantero sekolahh,Mizanniee_,0,0
2023-02-01 23:36:55+00:00,1620929218229190657,@undipmenfess ya semoga aja ga jd mahasiswa abadi???≠,urbabyevil,0,0
2023-02-01 23:36:07+00:00,1620929016336367616,@Ary_LFC @democrazymedia Smg para mahasiswa tsb nda' tau kalo dibantu msk. Andai tau sejak awal ilang udh keberkahan menuntut ilmu. Plus jadi isu apakah lanjut atw terpaksa brenti kuliah..????,aryason,1,0
2023-02-01 23:34:41+00:00,1620928654460190720,Polda Metro Gelar Rekonstruksi Ulang Kasus Mahasiswa UI Hari Ini https://t.co/hScvPMi5ej,CNNIndonesia,2,0
"2023-02-01 23:34:13+00:00,1620928536013058051,""@mhmdidhamm @collegemenfess Gunadarma kampus yang tak ada kantin, setiap bulan maret gaungkan minta kantin atau setiap mahasiswa buat kantin sendiri di depan rektorat"",Wiwiek31017702,0,0"
"2023-02-01 23:31:01+00:00,1620927734489976834,""@alfanrahadi @LiterasiFess Kata siapa kosan 90an sama 2010 ke atas sama aja? Kosan 90an kebanyakan ada """"induk semangnya"""" alias rumah yang punya kos. Orang tua mahasiswa masrahin anaknya ke bpk/ibu kosnya. "
"2010 ke atas, yg punya kos kadang di luar kota. Pengusaha kos bukan lagi warga sekitar tp yg berduit"",AR7dotcom,0,0"
"2023-02-01 23:30:48+00:00,1620927677107703808,""@itbfess aku dulu sebagai mahasiswa cirebon... bolak-balik nangor buat ikut... bukannya berkewajiban untuk melaksanakannya yah, terlepas acaranya menarik atau enggak? "

"Menurut aku, ada wadah begitu bisa dimanfaatkan dengan baik... terlebih buat mahasiswa itb yang angka stressnya tinggi"",ArhabAf,22,0"
2023-02-01 23:30:33+00:00,1620927613371056128,@TeddGus Siapa lu Tedd??..Mahasiswa DO aja pake ngebacot segala,AKimambruk,0,0
"2023-02-01 23:30:10+00:00,1620927520513327104,""@collegemenfess Biasanya setiap semester disediakan link WAG sama asdepnya sih jadi ya guna nggak guna tetep ada. Tetep banyak gunanya sih wkwwkk buat info kelas asinkronus, penugasan, atau info apapun dari dosen bisa lewat WAG. Diskusi atau tanya ke dosen juga via WAG biar semua mahasiswa tau"",domistudet,0,0"
"2023-02-01 23:26:47+00:00,1620926665286356992,""@BNI min mau buka tabungan, yang cocok buat mahasiswa yang jenis apa ya"",akur3010,0,0"
2023-02-01 23:25:38+00:00,1620926375900360704,@txtdrberseragam Mahasiswa UI Be Like: am i joke to you?,Masiin221,0,0
"2023-02-01 23:25:07+00:00,1620926249375006721,""Capee hati ya punya hubungan kaya gini, apalagi sama mahasiswa, dahh si paling bnerr krna ngerasa punya gelar paling pinter ngbrol"",nngggggg_,1,0"
"2023-02-01 23:21:26+00:00,1620925322857422849,""Lomba Inovasi Kewirausahaan Mahasiswa Indonesia (LIKMI) #2?ˇ "
"https://t.co/fmIJloTojm"",muhammadrokhim1,0,0"
"2023-02-01 23:20:14+00:00,1620925017927344128,""@mohmahfudmd Bos, mahasiswa yg tewas tertabrak jadi tersangka gimana tuh cerita akhirnya?"",GARUDAPUTIH_21,0,0"
2023-02-01 23:19:28+00:00,1620924824091791360,Kenapa these days banyak bgt berita mahasiswa bunuh diri ya????,imyourbaekhee,0,0
2023-02-01 23:19:01+00:00,1620924711302471686,Tafsir Independensi Himpunan Mahasiswa Islam É?? Sifat Independen?ˇHMI https://t.co/w6GKYs5RIG,JhoniArifinTar1,0,0
"2023-02-01 23:17:45+00:00,1620924392476909570,""Alhamdulillahirabbillalamin..Hari ini saya melaksanakan Seminar Hasil Penelitian dan Seminar Usulan Penelitian bagi mahasiswa program Doktor (S3) Ilmu Pemerintahan di Gedung Sidang Pasca Sarjana Kampus IPDN Jakarta.Rasa terima kasih yang "

Bupati Pesawaran
"Dendi Ramadhona https://t.co/BPcyLAiN5v"",BeeZamorano,1,3"
"2023-02-01 23:16:23+00:00,1620924049475137537,""Terus Aku bilang, lah mahasiswa kan ngekos n hidup sendiri ditambah akutu wanita, harus mikirin rakyat sih, tapi sesuai kapasitas, lagian emang ada janji ama dosen. Terus akhirnya dikasih uang biar pergi tapi ga usah diangkut, males juga, kaya ngurusin CSYP, terus pergi. ????"",RirinMarinasari,0,0"
"2023-02-01 23:15:16+00:00,1620923767097786368,""..https://t.co/Mij8IFw4VD"

